sigma,sign,type,m,src,isValidation,id,graphtype,offset,answer,error,unsignedError,index
0.1,-1,line,0.1,data/Exp3/line/scatter/S0.1m-0.1.png,,8,scatter,-0.11,-0.055,-0.06,0.06,16
0.2,-1,trig,0.8,data/Exp3/trig/scatter/S0.2m-0.8.png,,8,scatter,0.06,0.165,-0.11,0.11,17
0.2,1,line,0.8,data/Exp3/line/area/S0.2m0.8.png,,8,area,0.1,0.28,-0.18,0.18,18
0.05,1,line,0.1,data/Exp3/line/scatter/S0.05m0.1.png,,8,scatter,-0.17,-0.07,-0.1,0.1,20
0.05,1,quad,0.2,data/Exp3/quad/line/S0.05m0.2.png,,8,line,-0.13,-0.025,-0.11,0.11,21
0.2,-1,line,0.4,data/Exp3/line/scatter/S0.2m-0.4.png,,8,scatter,-0.23,-0.18,-0.05,0.05,22
0.2,1,line,0.1,data/Exp3/line/scatter/S0.2m0.1.png,,8,scatter,-0.16,-0.155,-0.01,0.01,23
0.05,-1,line,0.2,data/Exp3/line/scatter/S0.05m-0.2.png,,8,scatter,-0.06,-0.015,-0.04,0.04,24
0.15,-1,line,0.2,data/Exp3/line/line/S0.15m-0.2.png,,8,line,0.09,0.255,-0.17,0.17,25
0.1,1,quad,0.1,data/Exp3/quad/area/S0.1m0.1.png,,8,area,-0.07,0.02,-0.09,0.09,26
0.2,-1,trig,0.4,data/Exp3/trig/line/S0.2m-0.4.png,,8,line,0.22,0.47,-0.25,0.25,27
0.2,-1,quad,0.1,data/Exp3/quad/scatter/S0.2m-0.1.png,,8,scatter,0.1,0.19,-0.09,0.09,28
0.1,-1,quad,0.1,data/Exp3/quad/line/S0.1m-0.1.png,,8,line,0.07,0.18,-0.11,0.11,29
0.15,-1,trig,0.2,data/Exp3/trig/scatter/S0.15m-0.2.png,,8,scatter,-0.06,0.045,-0.1,0.1,31
0.2,-1,quad,0.2,data/Exp3/quad/area/S0.2m-0.2.png,,8,area,-0.16,0.225,-0.39,0.39,32
0.1,-1,line,0.4,data/Exp3/line/line/S0.1m-0.4.png,,8,line,0.2,0.37,-0.17,0.17,33
0.05,-1,trig,0.1,data/Exp3/trig/line/S0.05m-0.1.png,,8,line,0.24,0.335,-0.1,0.1,34
0.15,-1,quad,0.4,data/Exp3/quad/area/S0.15m-0.4.png,,8,area,0.17,0.435,-0.27,0.27,36
0.1,1,line,0.2,data/Exp3/line/area/S0.1m0.2.png,,8,area,-0.05,0.13,-0.18,0.18,37
0.15,-1,quad,0.4,data/Exp3/quad/line/S0.15m-0.4.png,,8,line,-0.01,0.26,-0.27,0.27,30
0.2,1,quad,0.4,data/Exp3/quad/line/S0.2m0.4.png,,8,line,-0.2,0.205,-0.41,0.41,39
0.1,1,line,0.8,data/Exp3/line/scatter/S0.1m0.8.png,,8,scatter,-0.11,-0.055,-0.06,0.06,40
0.1,1,quad,0.8,data/Exp3/quad/area/S0.1m0.8.png,,8,area,-0.14,-0.025,-0.12,0.12,41
0.05,1,trig,0.8,data/Exp3/trig/scatter/S0.05m0.8.png,,7,scatter,-0.11,-0.12,0.01,0.01,50
0.15,-1,trig,0.8,data/Exp3/trig/scatter/S0.15m-0.8.png,,8,scatter,-0.2,-0.05,-0.15,0.15,42
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,8,line,0.25,0.5,-0.25,0.25,44
0.2,1,quad,0.8,data/Exp3/quad/scatter/S0.2m0.8.png,,8,scatter,0.05,0.155,-0.1,0.1,43
0.05,-1,quad,0.2,data/Exp3/quad/area/S0.05m-0.2.png,,8,area,-0.16,-0.06,-0.1,0.1,45
0.15,-1,line,0.2,data/Exp3/line/area/S0.15m-0.2.png,,8,area,0.12,0.435,-0.32,0.32,46
0.15,1,trig,0.1,data/Exp3/trig/line/S0.15m0.1.png,,8,line,0.01,0.32,-0.31,0.31,47
0.2,-1,trig,0.1,data/Exp3/trig/line/S0.2m-0.1.png,,8,line,0.11,0.5,-0.39,0.39,48
0.15,1,line,0.8,data/Exp3/line/scatter/S0.15m0.8.png,,8,scatter,0.24,0.3,-0.06,0.06,49
0.15,-1,trig,0.1,data/Exp3/trig/scatter/S0.15m-0.1.png,,8,scatter,0.24,0.4,-0.16,0.16,50
0.05,-1,trig,0.1,data/Exp3/trig/scatter/S0.05m-0.1.png,,8,scatter,-0.14,-0.02,-0.12,0.12,51
0.05,-1,trig,0.4,data/Exp3/trig/line/S0.05m-0.4.png,,8,line,0.08,0.125,-0.04,0.04,52
0.15,-1,line,0.1,data/Exp3/line/area/S0.15m-0.1.png,,8,area,0.25,0.495,-0.24,0.24,53
0.15,-1,trig,0.1,data/Exp3/trig/line/S0.15m-0.1.png,,8,line,-0.18,0.105,-0.28,0.28,54
0.15,1,quad,0.2,data/Exp3/quad/area/S0.15m0.2.png,,8,area,-0.24,0.025,-0.27,0.27,55
0.05,1,line,0.8,data/Exp3/line/scatter/S0.05m0.8.png,,8,scatter,-0.09,-0.025,-0.07,0.07,56
0.1,1,trig,0.4,data/Exp3/trig/area/S0.1m0.4.png,,8,area,-0.03,0.085,-0.12,0.12,57
0.15,1,trig,0.4,data/Exp3/trig/scatter/S0.15m0.4.png,,8,scatter,-0.2,-0.07,-0.13,0.13,58
0.1,-1,quad,0.2,data/Exp3/quad/scatter/S0.1m-0.2.png,,8,scatter,0,0.075,-0.07,0.07,63
0.05,1,line,0.4,data/Exp3/line/line/S0.05m0.4.png,,8,line,-0.01,0.015,-0.03,0.03,64
0.15,1,trig,0.8,data/Exp3/trig/line/S0.15m0.8.png,,8,line,-0.04,0.06,-0.1,0.1,65
0.2,1,line,0.4,data/Exp3/line/scatter/S0.2m0.4.png,,8,scatter,-0.14,-0.045,-0.1,0.1,66
0.05,1,line,0.2,data/Exp3/line/area/S0.05m0.2.png,,8,area,-0.13,0,-0.13,0.13,67
0.1,-1,line,0.2,data/Exp3/line/line/S0.1m-0.2.png,,8,line,0.21,0.345,-0.13,0.13,68
0.05,-1,trig,0.8,data/Exp3/trig/scatter/S0.05m-0.8.png,,8,scatter,-0.01,0.015,-0.03,0.03,69
0.1,1,line,0.4,data/Exp3/line/line/S0.1m0.4.png,,8,line,-0.1,0.03,-0.13,0.13,70
0.1,1,quad,0.1,data/Exp3/quad/scatter/S0.1m0.1.png,,8,scatter,-0.08,-0.035,-0.04,0.04,71
0.05,1,trig,0.8,data/Exp3/trig/line/S0.05m0.8.png,,8,line,-0.03,0.03,-0.06,0.06,72
0.15,1,line,0.4,data/Exp3/line/area/S0.15m0.4.png,,8,area,-0.1,0.1,-0.2,0.2,73
0.1,-1,trig,0.8,data/Exp3/trig/scatter/S0.1m-0.8.png,,8,scatter,-0.03,-0.015,-0.01,0.01,74
0.2,1,trig,0.4,data/Exp3/trig/area/S0.2m0.4.png,,8,area,0.19,0.5,-0.31,0.31,75
0.1,1,quad,0.2,data/Exp3/quad/line/S0.1m0.2.png,,8,line,0.14,0.29,-0.15,0.15,76
0.05,-1,quad,0.8,data/Exp3/quad/area/S0.05m-0.8.png,,8,area,0.22,0.21,0.01,0.01,77
0.2,1,line,0.2,data/Exp3/line/scatter/S0.2m0.2.png,,8,scatter,-0.22,-0.06,-0.16,0.16,78
0.05,1,quad,0.8,data/Exp3/quad/area/S0.05m0.8.png,,8,area,0.06,0.06,0,0,79
0.15,1,quad,0.1,data/Exp3/quad/scatter/S0.15m0.1.png,,8,scatter,-0.17,-0.07,-0.1,0.1,59
0.15,1,quad,0.2,data/Exp3/quad/line/S0.15m0.2.png,,8,line,0.04,0.275,-0.24,0.24,80
0.1,-1,trig,0.8,data/Exp3/trig/line/S0.1m-0.8.png,,8,line,-0.02,0.075,-0.1,0.1,62
0.1,-1,quad,0.4,data/Exp3/quad/scatter/S0.1m-0.4.png,,8,scatter,0.08,0.14,-0.06,0.06,61
0.05,1,trig,0.1,data/Exp3/trig/line/S0.05m0.1.png,,8,line,-0.1,0.02,-0.12,0.12,81
0.2,1,trig,0.1,data/Exp3/trig/line/S0.2m0.1.png,,8,line,-0.17,0.13,-0.3,0.3,82
0.1,-1,quad,0.4,data/Exp3/quad/area/S0.1m-0.4.png,,8,area,0.12,0.225,-0.11,0.11,83
0.2,-1,quad,0.1,data/Exp3/quad/area/S0.2m-0.1.png,,8,area,0.2,0.5,-0.3,0.3,84
0.1,-1,trig,0.2,data/Exp3/trig/area/S0.1m-0.2.png,,8,area,-0.05,0.125,-0.17,0.17,85
0.2,1,line,0.2,data/Exp3/line/area/S0.2m0.2.png,,8,area,0.14,0.5,-0.36,0.36,86
0.2,-1,quad,0.8,data/Exp3/quad/area/S0.2m-0.8.png,,8,area,0.12,0.43,-0.31,0.31,87
0.2,1,quad,0.8,data/Exp3/quad/line/S0.2m0.8.png,,8,line,0.05,0.37,-0.32,0.32,88
0.15,-1,quad,0.4,data/Exp3/quad/scatter/S0.15m-0.4.png,,8,scatter,0.08,0.26,-0.18,0.18,89
0.15,1,line,0.8,data/Exp3/line/area/S0.15m0.8.png,,8,area,0.06,0.18,-0.12,0.12,91
0.2,-1,trig,0.4,data/Exp3/trig/area/S0.2m-0.4.png,,8,area,0.14,0.47,-0.33,0.33,90
0.15,1,quad,0.4,data/Exp3/quad/line/S0.15m0.4.png,,8,line,0.21,0.405,-0.2,0.2,92
0.05,1,line,0.4,data/Exp3/line/area/S0.05m0.4.png,,8,area,-0.01,0.045,-0.06,0.06,93
0.1,1,line,0.2,data/Exp3/line/scatter/S0.1m0.2.png,,8,scatter,0.19,0.26,-0.07,0.07,94
0.1,-1,line,0.1,data/Exp3/line/area/S0.1m-0.1.png,,8,area,0.07,0.195,-0.13,0.13,95
0.05,1,trig,0.4,data/Exp3/trig/scatter/S0.05m0.4.png,,8,scatter,0.23,0.295,-0.06,0.06,96
0.15,1,line,0.1,data/Exp3/line/area/S0.15m0.1.png,,8,area,-0.01,0.19,-0.2,0.2,97
0.05,-1,quad,0.8,data/Exp3/quad/line/S0.05m-0.8.png,,8,line,0.16,0.215,-0.05,0.05,98
0.1,-1,line,0.8,data/Exp3/line/area/S0.1m-0.8.png,,8,area,0.19,0.245,-0.05,0.05,99
0.05,-1,trig,0.2,data/Exp3/trig/scatter/S0.05m-0.2.png,,9,scatter,0.05,0.055,0,0,0
0.1,-1,quad,0.2,data/Exp3/quad/line/S0.1m-0.2.png,,9,line,0,0,0,0,1
0.2,-1,quad,0.1,data/Exp3/quad/line/S0.2m-0.1.png,,9,line,0.13,0.145,-0.01,0.01,2
0.15,-1,quad,0.2,data/Exp3/quad/scatter/S0.15m-0.2.png,,9,scatter,0.03,0.06,-0.03,0.03,3
0.2,-1,trig,0.8,data/Exp3/trig/scatter/S0.2m-0.8.png,,9,scatter,-0.12,-0.12,0,0,4
0.2,1,quad,0.2,data/Exp3/quad/area/S0.2m0.2.png,,9,area,-0.04,-0.085,0.05,0.05,5
0.2,-1,line,0.4,data/Exp3/line/area/S0.2m-0.4.png,,9,area,-0.2,-0.225,0.02,0.02,6
0.1,-1,trig,0.8,data/Exp3/trig/line/S0.1m-0.8.png,,9,line,-0.05,-0.1,0.05,0.05,7
0.15,1,trig,0.4,data/Exp3/trig/scatter/S0.15m0.4.png,,9,scatter,-0.04,-0.05,0.01,0.01,8
0.1,1,line,0.8,data/Exp3/line/scatter/S0.1m0.8.png,,9,scatter,0.09,0.07,0.02,0.02,9
0.1,1,line,0.2,data/Exp3/line/area/S0.1m0.2.png,,9,area,-0.11,-0.19,0.08,0.08,10
0.15,-1,trig,0.4,data/Exp3/trig/line/S0.15m-0.4.png,,9,line,0,-0.065,0.07,0.07,11
0.2,1,line,0.1,data/Exp3/line/scatter/S0.2m0.1.png,,9,scatter,0.2,0.215,-0.01,0.01,12
0.05,-1,quad,0.1,data/Exp3/quad/area/S0.05m-0.1.png,,9,area,0.15,0.145,0.01,0.01,13
0.15,-1,quad,0.4,data/Exp3/quad/area/S0.15m-0.4.png,,9,area,-0.08,-0.135,0.06,0.06,14
0.15,1,line,0.4,data/Exp3/line/area/S0.15m0.4.png,,9,area,-0.22,-0.265,0.05,0.05,15
0.2,1,line,0.4,data/Exp3/line/scatter/S0.2m0.4.png,,9,scatter,0.05,0.095,-0.04,0.04,16
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,9,line,0.18,0.13,0.05,0.05,17
0.05,1,quad,0.2,data/Exp3/quad/line/S0.05m0.2.png,,9,line,-0.23,-0.225,-0.01,0.01,18
0.1,-1,line,0.4,data/Exp3/line/scatter/S0.1m-0.4.png,,9,scatter,-0.11,-0.12,0.01,0.01,19
0.05,-1,trig,0.8,data/Exp3/trig/line/S0.05m-0.8.png,,9,line,-0.23,-0.24,0.01,0.01,20
0.2,1,line,0.2,data/Exp3/line/scatter/S0.2m0.2.png,,9,scatter,-0.2,-0.16,-0.04,0.04,21
0.05,1,trig,0.8,data/Exp3/trig/scatter/S0.05m0.8.png,,9,scatter,0.01,-0.015,0.03,0.03,22
0.05,1,quad,0.4,data/Exp3/quad/scatter/S0.05m0.4.png,,9,scatter,-0.14,-0.155,0.01,0.01,23
0.1,-1,line,0.8,data/Exp3/line/area/S0.1m-0.8.png,,9,area,0.11,0.035,0.07,0.07,24
0.15,1,trig,0.2,data/Exp3/trig/area/S0.15m0.2.png,,9,area,0.05,-0.045,0.1,0.1,25
0.1,1,line,0.1,data/Exp3/line/scatter/S0.1m0.1.png,,9,scatter,0.09,0.11,-0.02,0.02,26
0.1,1,line,0.4,data/Exp3/line/area/S0.1m0.4.png,,9,area,-0.13,-0.19,0.06,0.06,28
0.05,1,quad,0.4,data/Exp3/quad/line/S0.05m0.4.png,,9,line,-0.22,-0.26,0.04,0.04,29
0.05,-1,line,0.4,data/Exp3/line/area/S0.05m-0.4.png,,9,area,-0.2,-0.2,0,0,30
0.05,-1,trig,0.4,data/Exp3/trig/scatter/S0.05m-0.4.png,,9,scatter,-0.18,-0.18,0,0,31
0.05,-1,line,0.8,data/Exp3/line/area/S0.05m-0.8.png,,9,area,0.16,0.11,0.05,0.05,32
0.15,1,trig,0.1,data/Exp3/trig/scatter/S0.15m0.1.png,,9,scatter,-0.02,0.025,-0.04,0.04,33
0.2,-1,trig,0.8,data/Exp3/trig/area/S0.2m-0.8.png,,9,area,-0.17,-0.325,0.15,0.15,34
0.15,-1,trig,0.1,data/Exp3/trig/area/S0.15m-0.1.png,,9,area,0.24,0.18,0.06,0.06,35
0.05,-1,trig,0.1,data/Exp3/trig/line/S0.05m-0.1.png,,9,line,-0.01,-0.02,0.01,0.01,36
0.1,-1,line,0.2,data/Exp3/line/area/S0.1m-0.2.png,,9,area,0.24,0.155,0.08,0.08,37
0.1,1,trig,0.2,data/Exp3/trig/scatter/S0.1m0.2.png,,9,scatter,0.23,0.27,-0.04,0.04,38
0.15,1,quad,0.2,data/Exp3/quad/scatter/S0.15m0.2.png,,9,scatter,-0.21,-0.18,-0.03,0.03,39
0.05,1,line,0.8,data/Exp3/line/area/S0.05m0.8.png,,9,area,-0.09,-0.12,0.03,0.03,40
0.2,-1,quad,0.2,data/Exp3/quad/scatter/S0.2m-0.2.png,,9,scatter,0.19,0.155,0.04,0.04,41
0.05,1,line,0.4,data/Exp3/line/area/S0.05m0.4.png,,9,area,-0.08,-0.075,-0.01,0.01,42
0.15,-1,trig,0.1,data/Exp3/trig/scatter/S0.15m-0.1.png,,9,scatter,-0.01,-0.025,0.02,0.02,43
0.05,-1,quad,0.4,data/Exp3/quad/line/S0.05m-0.4.png,,9,line,0.01,0.03,-0.02,0.02,44
0.1,-1,trig,0.2,data/Exp3/trig/scatter/S0.1m-0.2.png,,9,scatter,0.02,-0.01,0.03,0.03,45
0.1,1,quad,0.4,data/Exp3/quad/scatter/S0.1m0.4.png,,9,scatter,-0.21,-0.225,0.02,0.02,46
0.1,-1,trig,0.4,data/Exp3/trig/line/S0.1m-0.4.png,,9,line,0.1,0.03,0.07,0.07,47
0.1,1,quad,0.8,data/Exp3/quad/line/S0.1m0.8.png,,9,line,0.09,0.08,0.01,0.01,48
0.05,1,quad,0.2,data/Exp3/quad/scatter/S0.05m0.2.png,,9,scatter,0.01,0.01,0,0,49
0.05,-1,line,0.1,data/Exp3/line/scatter/S0.05m-0.1.png,,9,scatter,0.22,0.215,0.01,0.01,50
0.05,-1,trig,0.2,data/Exp3/trig/line/S0.05m-0.2.png,,9,line,0.14,0.13,0.01,0.01,51
0.2,1,line,0.4,data/Exp3/line/area/S0.2m0.4.png,,9,area,-0.04,-0.135,0.1,0.1,52
0.15,1,line,0.8,data/Exp3/line/area/S0.15m0.8.png,,9,area,-0.24,-0.235,-0.01,0.01,53
0.05,1,quad,0.1,data/Exp3/quad/area/S0.05m0.1.png,,9,area,0,0.01,-0.01,0.01,54
0.15,-1,quad,0.8,data/Exp3/quad/scatter/S0.15m-0.8.png,,9,scatter,-0.01,0.005,-0.01,0.01,55
0.1,-1,line,0.1,data/Exp3/line/scatter/S0.1m-0.1.png,,9,scatter,-0.14,-0.12,-0.02,0.02,56
0.15,1,trig,0.8,data/Exp3/trig/scatter/S0.15m0.8.png,,9,scatter,0.01,0.01,0,0,57
0.1,-1,line,0.8,data/Exp3/line/scatter/S0.1m-0.8.png,,9,scatter,0.16,0.15,0.01,0.01,58
0.15,1,quad,0.8,data/Exp3/quad/line/S0.15m0.8.png,,9,line,-0.23,-0.265,0.04,0.04,59
0.15,1,trig,0.2,data/Exp3/trig/line/S0.15m0.2.png,,9,line,-0.24,-0.255,0.02,0.02,60
0.2,1,line,0.8,data/Exp3/line/scatter/S0.2m0.8.png,,9,scatter,-0.1,-0.075,-0.03,0.03,61
0.2,1,trig,0.8,data/Exp3/trig/area/S0.2m0.8.png,,9,area,-0.14,-0.245,0.1,0.1,62
0.1,-1,quad,0.4,data/Exp3/quad/area/S0.1m-0.4.png,,9,area,0.15,0.115,0.03,0.03,63
0.2,-1,quad,0.4,data/Exp3/quad/scatter/S0.2m-0.4.png,,9,scatter,-0.09,-0.03,-0.06,0.06,64
0.2,1,quad,0.2,data/Exp3/quad/line/S0.2m0.2.png,,9,line,-0.03,-0.045,0.01,0.01,65
0.05,1,trig,0.1,data/Exp3/trig/scatter/S0.05m0.1.png,,9,scatter,-0.23,-0.22,-0.01,0.01,66
0.1,1,line,0.4,data/Exp3/line/line/S0.1m0.4.png,,9,line,-0.02,-0.035,0.02,0.02,67
0.15,-1,quad,0.2,data/Exp3/quad/line/S0.15m-0.2.png,,9,line,-0.11,-0.075,-0.04,0.04,68
0.1,1,trig,0.1,data/Exp3/trig/line/S0.1m0.1.png,,9,line,-0.01,0.02,-0.03,0.03,70
0.2,-1,line,0.1,data/Exp3/line/area/S0.2m-0.1.png,,9,area,0.14,0.08,0.06,0.06,71
0.15,-1,line,0.2,data/Exp3/line/area/S0.15m-0.2.png,,9,area,-0.13,-0.235,0.1,0.1,72
0.2,-1,trig,0.2,data/Exp3/trig/line/S0.2m-0.2.png,,9,line,0.18,0.2,-0.02,0.02,73
0.05,-1,trig,0.8,data/Exp3/trig/scatter/S0.05m-0.8.png,,9,scatter,-0.08,-0.08,0,0,74
0.15,-1,line,0.4,data/Exp3/line/scatter/S0.15m-0.4.png,,9,scatter,0.08,0.105,-0.02,0.02,75
0.2,-1,quad,0.2,data/Exp3/quad/area/S0.2m-0.2.png,,9,area,0.19,0.14,0.05,0.05,76
0.1,1,quad,0.2,data/Exp3/quad/line/S0.1m0.2.png,,9,line,-0.2,-0.19,-0.01,0.01,77
0.15,-1,trig,0.1,data/Exp3/trig/line/S0.15m-0.1.png,,9,line,0.11,0.115,-0.01,0.01,78
0.15,-1,line,0.8,data/Exp3/line/line/S0.15m-0.8.png,,9,line,0.05,0.07,-0.02,0.02,79
0.2,-1,trig,0.1,data/Exp3/trig/scatter/S0.2m-0.1.png,,9,scatter,-0.13,-0.09,-0.04,0.04,80
0.15,1,trig,0.4,data/Exp3/trig/line/S0.15m0.4.png,,9,line,-0.08,-0.055,-0.03,0.03,81
0.2,1,trig,0.8,data/Exp3/trig/line/S0.2m0.8.png,,9,line,0.03,-0.005,0.03,0.03,82
0.2,-1,trig,0.4,data/Exp3/trig/line/S0.2m-0.4.png,,9,line,-0.11,-0.12,0.01,0.01,83
0.2,1,quad,0.1,data/Exp3/quad/line/S0.2m0.1.png,,9,line,0.08,0.135,-0.06,0.06,84
0.05,1,line,0.8,data/Exp3/line/line/S0.05m0.8.png,,9,line,-0.21,-0.215,0.01,0.01,85
0.15,1,quad,0.1,data/Exp3/quad/line/S0.15m0.1.png,,9,line,0.08,0.065,0.01,0.01,86
0.05,1,trig,0.2,data/Exp3/trig/area/S0.05m0.2.png,,9,area,-0.16,-0.15,-0.01,0.01,87
0.15,1,line,0.1,data/Exp3/line/area/S0.15m0.1.png,,9,area,-0.25,-0.305,0.05,0.05,88
0.1,1,trig,0.8,data/Exp3/trig/area/S0.1m0.8.png,,9,area,0.14,0.185,-0.04,0.04,89
0.1,-1,line,0.1,data/Exp3/line/area/S0.1m-0.1.png,,9,area,0.1,0.105,0,0,90
0.05,-1,line,0.2,data/Exp3/line/area/S0.05m-0.2.png,,9,area,0,0.045,-0.04,0.04,91
0.1,-1,quad,0.1,data/Exp3/quad/line/S0.1m-0.1.png,,9,line,0.01,0.055,-0.04,0.04,92
0.2,1,trig,0.1,data/Exp3/trig/area/S0.2m0.1.png,,9,area,0.22,0.295,-0.07,0.07,94
0.2,1,quad,0.4,data/Exp3/quad/line/S0.2m0.4.png,,9,line,-0.11,-0.05,-0.06,0.06,95
0.05,1,quad,0.1,data/Exp3/quad/line/S0.05m0.1.png,,9,line,0.04,0.01,0.03,0.03,96
0.15,-1,line,0.8,data/Exp3/line/area/S0.15m-0.8.png,,9,area,0.16,0.08,0.08,0.08,98
0.1,1,line,0.1,data/Exp3/line/area/S0.1m0.1.png,,9,area,-0.12,-0.16,0.04,0.04,99
0.15,-1,line,0.4,data/Exp3/line/line/S0.15m-0.4.png,,10,line,0.13,0.11,0.02,0.02,0
0.1,-1,trig,0.1,data/Exp3/trig/line/S0.1m-0.1.png,,10,line,-0.21,-0.21,0,0,1
0.1,-1,trig,0.2,data/Exp3/trig/scatter/S0.1m-0.2.png,,10,scatter,-0.17,-0.145,-0.03,0.03,2
0.15,1,line,0.4,data/Exp3/line/area/S0.15m0.4.png,,10,area,-0.13,-0.145,0.01,0.01,3
0.05,1,trig,0.1,data/Exp3/trig/area/S0.05m0.1.png,,10,area,0.23,0.23,0,0,4
0.1,1,quad,0.2,data/Exp3/quad/line/S0.1m0.2.png,,10,line,0.1,0.095,0.01,0.01,5
0.15,1,quad,0.2,data/Exp3/quad/scatter/S0.15m0.2.png,,10,scatter,-0.22,-0.21,-0.01,0.01,7
0.05,1,quad,0.1,data/Exp3/quad/line/S0.05m0.1.png,,10,line,0.11,0.115,-0.01,0.01,6
0.15,1,trig,0.2,data/Exp3/trig/line/S0.15m0.2.png,,10,line,-0.17,-0.165,-0.01,0.01,8
0.2,1,quad,0.4,data/Exp3/quad/area/S0.2m0.4.png,,10,area,0.15,0.16,-0.01,0.01,10
0.2,1,trig,0.1,data/Exp3/trig/scatter/S0.2m0.1.png,,10,scatter,0.17,0.21,-0.04,0.04,9
0.2,1,line,0.1,data/Exp3/line/area/S0.2m0.1.png,,10,area,0.22,0.26,-0.04,0.04,11
0.2,-1,trig,0.4,data/Exp3/trig/scatter/S0.2m-0.4.png,,10,scatter,-0.17,-0.15,-0.02,0.02,12
0.05,1,trig,0.8,data/Exp3/trig/scatter/S0.05m0.8.png,,10,scatter,0.24,0.25,-0.01,0.01,13
0.05,-1,line,0.4,data/Exp3/line/line/S0.05m-0.4.png,,10,line,0.18,0.17,0.01,0.01,14
0.15,1,quad,0.4,data/Exp3/quad/scatter/S0.15m0.4.png,,10,scatter,0.21,0.205,0.01,0.01,15
0.05,1,trig,0.4,data/Exp3/trig/line/S0.05m0.4.png,,10,line,0.06,0.065,-0.01,0.01,16
0.2,1,quad,0.2,data/Exp3/quad/area/S0.2m0.2.png,,10,area,0.24,0.215,0.02,0.02,17
0.2,1,line,0.4,data/Exp3/line/scatter/S0.2m0.4.png,,10,scatter,-0.23,-0.225,-0.01,0.01,18
0.05,-1,quad,0.8,data/Exp3/quad/line/S0.05m-0.8.png,,10,line,-0.23,-0.225,-0.01,0.01,19
0.2,1,quad,0.8,data/Exp3/quad/area/S0.2m0.8.png,,10,area,0.04,-0.01,0.05,0.05,20
0.15,-1,line,0.1,data/Exp3/line/scatter/S0.15m-0.1.png,,10,scatter,0.23,0.26,-0.03,0.03,21
0.2,-1,trig,0.1,data/Exp3/trig/scatter/S0.2m-0.1.png,,10,scatter,-0.15,-0.135,-0.01,0.01,22
0.1,1,line,0.1,data/Exp3/line/area/S0.1m0.1.png,,10,area,0.01,0.01,0,0,23
0.05,1,line,0.2,data/Exp3/line/line/S0.05m0.2.png,,10,line,0.25,0.255,-0.01,0.01,24
0.1,-1,quad,0.8,data/Exp3/quad/line/S0.1m-0.8.png,,10,line,-0.1,-0.1,0,0,25
0.1,1,trig,0.4,data/Exp3/trig/area/S0.1m0.4.png,,10,area,0.19,0.185,0.01,0.01,26
0.05,1,quad,0.4,data/Exp3/quad/scatter/S0.05m0.4.png,,10,scatter,-0.11,-0.115,0.01,0.01,27
0.15,-1,quad,0.8,data/Exp3/quad/line/S0.15m-0.8.png,,10,line,-0.2,-0.2,0,0,28
0.1,-1,quad,0.8,data/Exp3/quad/scatter/S0.1m-0.8.png,,10,scatter,-0.14,-0.145,0,0,29
0.2,-1,quad,0.2,data/Exp3/quad/line/S0.2m-0.2.png,,10,line,0.08,0.07,0.01,0.01,31
0.05,1,line,0.8,data/Exp3/line/line/S0.05m0.8.png,,10,line,0.21,0.2,0.01,0.01,32
0.05,1,trig,0.8,data/Exp3/trig/area/S0.05m0.8.png,,10,area,-0.03,-0.025,0,0,33
0.15,1,quad,0.8,data/Exp3/quad/scatter/S0.15m0.8.png,,10,scatter,-0.19,-0.215,0.02,0.02,34
0.2,1,line,0.1,data/Exp3/line/line/S0.2m0.1.png,,10,line,-0.24,-0.25,0.01,0.01,35
0.2,-1,trig,0.4,data/Exp3/trig/area/S0.2m-0.4.png,,10,area,0.16,0.13,0.03,0.03,36
0.2,-1,trig,0.2,data/Exp3/trig/area/S0.2m-0.2.png,,10,area,-0.2,-0.245,0.04,0.04,37
0.05,-1,quad,0.2,data/Exp3/quad/scatter/S0.05m-0.2.png,,10,scatter,-0.06,-0.06,0,0,38
0.15,1,quad,0.1,data/Exp3/quad/scatter/S0.15m0.1.png,,10,scatter,0.15,0.155,-0.01,0.01,39
0.05,1,quad,0.4,data/Exp3/quad/area/S0.05m0.4.png,,10,area,0.16,0.16,0,0,40
0.2,-1,trig,0.4,data/Exp3/trig/line/S0.2m-0.4.png,,10,line,-0.22,-0.19,-0.03,0.03,41
0.2,1,line,0.8,data/Exp3/line/line/S0.2m0.8.png,,10,line,-0.1,-0.09,-0.01,0.01,42
0.05,1,quad,0.1,data/Exp3/quad/scatter/S0.05m0.1.png,,10,scatter,-0.01,-0.01,0,0,43
0.05,1,line,0.2,data/Exp3/line/scatter/S0.05m0.2.png,,10,scatter,-0.21,-0.215,0.01,0.01,44
0.1,1,trig,0.4,data/Exp3/trig/scatter/S0.1m0.4.png,,10,scatter,0.05,0.03,0.02,0.02,46
0.1,-1,trig,0.4,data/Exp3/trig/area/S0.1m-0.4.png,,10,area,-0.08,-0.09,0.01,0.01,47
0.05,-1,line,0.8,data/Exp3/line/area/S0.05m-0.8.png,,10,area,-0.05,-0.055,0,0,48
0.15,-1,quad,0.1,data/Exp3/quad/line/S0.15m-0.1.png,,10,line,-0.02,-0.01,-0.01,0.01,49
0.2,-1,quad,0.2,data/Exp3/quad/scatter/S0.2m-0.2.png,,10,scatter,0.09,0.09,0,0,50
