sigma,sign,type,m,src,isValidation,id,graphtype,answer,error,unsignedError,index
0.1,1,trig,0.8,data/Exp2/trig/area/S0.1m0.8.png,,2,area,0.93,-0.13,0.13,52
0.2,-1,quad,0.8,data/Exp2/quad/line/S0.2m-0.8.png,,2,line,-0.78,-0.02,0.02,53
0.2,-1,trig,0.8,data/Exp2/trig/area/S0.2m-0.8.png,,2,area,-0.92,0.12,0.12,54
0.05,1,trig,0.1,data/Exp2/trig/line/S0.05m0.1.png,,2,line,0.08,0.02,0.02,55
0.15,-1,trig,0.2,data/Exp2/trig/area/S0.15m-0.2.png,,2,area,-0.25,0.05,0.05,56
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,2,line,0.29,-0.09,0.09,57
0.05,1,line,0.8,data/Exp2/line/scatter/S0.05m0.8.png,,2,scatter,0.73,0.07,0.07,58
0.15,1,line,0.8,data/Exp2/line/line/S0.15m0.8.png,,2,line,0.84,-0.04,0.04,59
0.05,-1,trig,0.4,data/Exp2/trig/line/S0.05m-0.4.png,,2,line,-0.5,0.1,0.1,60
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,2,area,0.47,-0.07,0.07,61
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,2,line,0.82,-0.02,0.02,62
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,2,scatter,0.36,-0.16,0.16,64
0.1,-1,trig,0.2,data/Exp2/trig/scatter/S0.1m-0.2.png,,2,scatter,-0.39,0.19,0.19,65
0.15,1,quad,0.4,data/Exp2/quad/area/S0.15m0.4.png,,2,area,0.53,-0.13,0.13,66
0.05,-1,trig,0.1,data/Exp2/trig/scatter/S0.05m-0.1.png,,2,scatter,-0.12,0.02,0.02,67
0.05,1,line,0.8,data/Exp2/line/line/S0.05m0.8.png,,2,line,0.75,0.05,0.05,68
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,2,area,-0.4,0,0,69
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,2,area,-0.36,-0.04,0.04,70
0.1,1,trig,0.1,data/Exp2/trig/scatter/S0.1m0.1.png,,2,scatter,0.24,-0.14,0.14,71
0.15,-1,trig,0.4,data/Exp2/trig/scatter/S0.15m-0.4.png,,2,scatter,-0.65,0.25,0.25,72
0.1,-1,line,0.1,data/Exp2/line/scatter/S0.1m-0.1.png,,2,scatter,0.03,-0.13,0.13,73
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,2,area,0.51,-0.11,0.11,74
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,2,line,-0.51,-0.29,0.29,75
0.05,-1,quad,0.8,data/Exp2/quad/scatter/S0.05m-0.8.png,,2,scatter,-0.75,-0.05,0.05,76
0.05,1,trig,0.1,data/Exp2/trig/area/S0.05m0.1.png,,2,area,0.1,0,0,77
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,2,area,-0.72,-0.08,0.08,78
0.05,-1,trig,0.8,data/Exp2/trig/area/S0.05m-0.8.png,,2,area,-0.84,0.04,0.04,79
0.2,-1,trig,0.1,data/Exp2/trig/area/S0.2m-0.1.png,,2,area,-0.22,0.12,0.12,80
0.05,1,line,0.1,data/Exp2/line/scatter/S0.05m0.1.png,,2,scatter,0.16,-0.06,0.06,81
0.05,1,line,0.4,data/Exp2/line/line/S0.05m0.4.png,,2,line,0.54,-0.14,0.14,83
0.1,1,line,0.8,data/Exp2/line/line/S0.1m0.8.png,,2,line,0.65,0.15,0.15,84
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,2,line,-0.16,0.06,0.06,85
0.2,-1,line,0.4,data/Exp2/line/area/S0.2m-0.4.png,,2,area,-0.44,0.04,0.04,86
0.15,1,quad,0.4,data/Exp2/quad/scatter/S0.15m0.4.png,,2,scatter,0.64,-0.24,0.24,87
0.1,-1,line,0.2,data/Exp2/line/line/S0.1m-0.2.png,,2,line,-0.33,0.13,0.13,88
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,2,line,-0.28,0.08,0.08,89
0.2,1,line,0.2,data/Exp2/line/line/S0.2m0.2.png,,2,line,0.52,-0.32,0.32,90
0.2,1,line,0.1,data/Exp2/line/area/S0.2m0.1.png,,2,area,0.28,-0.18,0.18,91
0.1,-1,trig,0.8,data/Exp2/trig/line/S0.1m-0.8.png,,2,line,-0.89,0.09,0.09,92
0.2,1,line,0.8,data/Exp2/line/area/S0.2m0.8.png,,2,area,0.97,-0.17,0.17,93
0.05,-1,line,0.2,data/Exp2/line/scatter/S0.05m-0.2.png,,2,scatter,-0.3,0.1,0.1,94
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,2,area,-0.01,-0.09,0.09,95
0.2,1,quad,0.2,data/Exp2/quad/scatter/S0.2m0.2.png,,2,scatter,0.01,0.19,0.19,96
0.05,1,quad,0.4,data/Exp2/quad/area/S0.05m0.4.png,,2,area,0.32,0.08,0.08,98
0.05,1,trig,0.4,data/Exp2/trig/scatter/S0.05m0.4.png,,2,scatter,0.42,-0.02,0.02,99
0.1,-1,line,0.4,data/Exp2/line/area/S0.1m-0.4.png,,3,area,-0.4,0,0,0
0.15,1,line,0.4,data/Exp2/line/area/S0.15m0.4.png,,3,area,0.32,0.08,0.08,2
0.05,1,quad,0.2,data/Exp2/quad/scatter/S0.05m0.2.png,,3,scatter,0.22,-0.02,0.02,3
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,3,line,0.78,0.02,0.02,1
0.2,1,line,0.8,data/Exp2/line/line/S0.2m0.8.png,,3,line,0.78,0.02,0.02,4
0.05,-1,quad,0.8,data/Exp2/quad/area/S0.05m-0.8.png,,3,area,-0.76,-0.04,0.04,5
0.1,-1,line,0.4,data/Exp2/line/scatter/S0.1m-0.4.png,,3,scatter,-0.53,0.13,0.13,6
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,3,line,0.45,-0.05,0.05,8
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,3,scatter,0.33,-0.23,0.23,9
0.05,-1,quad,0.4,data/Exp2/quad/area/S0.05m-0.4.png,,3,area,-0.45,0.05,0.05,10
0.05,-1,quad,0.4,data/Exp2/quad/scatter/S0.05m-0.4.png,,3,scatter,-0.46,0.06,0.06,11
0.2,1,quad,0.8,data/Exp2/quad/area/S0.2m0.8.png,,3,area,0.74,0.06,0.06,12
0.15,-1,quad,0.8,data/Exp2/quad/line/S0.15m-0.8.png,,3,line,-0.89,0.09,0.09,13
0.2,-1,trig,0.1,data/Exp2/trig/area/S0.2m-0.1.png,,3,area,-0.19,0.09,0.09,14
0.15,-1,trig,0.2,data/Exp2/trig/area/S0.15m-0.2.png,,3,area,-0.22,0.02,0.02,15
0.1,1,trig,0.8,data/Exp2/trig/area/S0.1m0.8.png,,3,area,0.9,-0.1,0.1,16
0.1,1,trig,0.8,data/Exp2/trig/scatter/S0.1m0.8.png,,3,scatter,0.86,-0.06,0.06,17
0.2,-1,line,0.1,data/Exp2/line/line/S0.2m-0.1.png,,3,line,-0.3,0.2,0.2,18
0.2,1,quad,0.2,data/Exp2/quad/scatter/S0.2m0.2.png,,3,scatter,0.25,-0.05,0.05,19
0.15,1,line,0.4,data/Exp2/line/line/S0.15m0.4.png,,3,line,0.52,-0.12,0.12,20
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,3,scatter,0.79,0.01,0.01,21
0.2,1,line,0.2,data/Exp2/line/area/S0.2m0.2.png,,3,area,0.13,0.07,0.07,22
0.15,-1,line,0.8,data/Exp2/line/area/S0.15m-0.8.png,,3,area,-0.81,0.01,0.01,23
0.15,1,line,0.2,data/Exp2/line/area/S0.15m0.2.png,,3,area,0.25,-0.05,0.05,24
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,3,line,0.19,0.01,0.01,25
0.2,-1,trig,0.4,data/Exp2/trig/scatter/S0.2m-0.4.png,,3,scatter,-0.7,0.3,0.3,26
0.1,-1,trig,0.1,data/Exp2/trig/scatter/S0.1m-0.1.png,,3,scatter,-0.25,0.15,0.15,27
0.05,1,quad,0.4,data/Exp2/quad/line/S0.05m0.4.png,,3,line,0.44,-0.04,0.04,28
0.05,1,line,0.8,data/Exp2/line/area/S0.05m0.8.png,,3,area,0.84,-0.04,0.04,29
0.2,1,line,0.4,data/Exp2/line/line/S0.2m0.4.png,,3,line,0.51,-0.11,0.11,30
0.2,-1,quad,0.8,data/Exp2/quad/area/S0.2m-0.8.png,,3,area,-0.8,0,0,31
0.05,-1,trig,0.2,data/Exp2/trig/area/S0.05m-0.2.png,,3,area,-0.19,-0.01,0.01,32
0.15,-1,quad,0.8,data/Exp2/quad/scatter/S0.15m-0.8.png,,3,scatter,-0.83,0.03,0.03,33
0.05,-1,line,0.1,data/Exp2/line/scatter/S0.05m-0.1.png,,3,scatter,-0.07,-0.03,0.03,34
0.05,1,trig,0.4,data/Exp2/trig/area/S0.05m0.4.png,,3,area,0.4,0,0,35
0.2,-1,line,0.8,data/Exp2/line/scatter/S0.2m-0.8.png,,3,scatter,-0.89,0.09,0.09,36
0.05,1,quad,0.1,data/Exp2/quad/scatter/S0.05m0.1.png,,3,scatter,0.16,-0.06,0.06,37
0.15,-1,trig,0.4,data/Exp2/trig/line/S0.15m-0.4.png,,3,line,-0.61,0.21,0.21,39
0.05,-1,quad,0.8,data/Exp2/quad/scatter/S0.05m-0.8.png,,3,scatter,-0.79,-0.01,0.01,38
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,3,area,0.12,-0.02,0.02,40
0.05,-1,trig,0.4,data/Exp2/trig/line/S0.05m-0.4.png,,3,line,-0.36,-0.04,0.04,41
0.1,-1,trig,0.8,data/Exp2/trig/area/S0.1m-0.8.png,,3,area,-0.83,0.03,0.03,42
0.15,-1,trig,0.2,data/Exp2/trig/scatter/S0.15m-0.2.png,,3,scatter,-0.43,0.23,0.23,43
0.05,-1,line,0.2,data/Exp2/line/line/S0.05m-0.2.png,,3,line,-0.27,0.07,0.07,44
0.05,1,trig,0.1,data/Exp2/trig/line/S0.05m0.1.png,,3,line,0.09,0.01,0.01,45
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,3,area,0.11,0.09,0.09,46
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,3,line,0.14,0.06,0.06,47
0.15,-1,trig,0.1,data/Exp2/trig/scatter/S0.15m-0.1.png,,3,scatter,-0.1,0,0,48
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,3,line,-0.93,0.13,0.13,49
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,3,scatter,-0.18,0.08,0.08,50
0.1,-1,quad,0.4,data/Exp2/quad/line/S0.1m-0.4.png,,3,line,-0.43,0.03,0.03,52
0.1,1,trig,0.2,data/Exp2/trig/scatter/S0.1m0.2.png,,3,scatter,0.2,0,0,53
0.15,1,quad,0.4,data/Exp2/quad/scatter/S0.15m0.4.png,,3,scatter,0.31,0.09,0.09,54
0.05,1,quad,0.1,data/Exp2/quad/area/S0.05m0.1.png,,3,area,0.08,0.02,0.02,55
0.15,1,line,0.8,data/Exp2/line/area/S0.15m0.8.png,,3,area,0.76,0.04,0.04,57
0.2,-1,quad,0.2,data/Exp2/quad/area/S0.2m-0.2.png,,3,area,-0.4,0.2,0.2,56
0.1,-1,trig,0.8,data/Exp2/trig/scatter/S0.1m-0.8.png,,3,scatter,-0.9,0.1,0.1,58
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,3,scatter,0.29,-0.09,0.09,59
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,3,scatter,0.42,-0.02,0.02,60
0.15,1,trig,0.1,data/Exp2/trig/scatter/S0.15m0.1.png,,3,scatter,0.09,0.01,0.01,61
0.05,1,quad,0.4,data/Exp2/quad/scatter/S0.05m0.4.png,,3,scatter,0.4,0,0,63
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,3,line,-0.75,-0.05,0.05,62
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,3,scatter,-0.67,0.27,0.27,64
0.2,1,quad,0.8,data/Exp2/quad/scatter/S0.2m0.8.png,,3,scatter,0.88,-0.08,0.08,66
0.15,-1,line,0.1,data/Exp2/line/line/S0.15m-0.1.png,,3,line,-0.05,-0.05,0.05,67
0.1,1,quad,0.1,data/Exp2/quad/area/S0.1m0.1.png,,3,area,0.11,-0.01,0.01,68
0.2,-1,trig,0.4,data/Exp2/trig/area/S0.2m-0.4.png,,3,area,-0.38,-0.02,0.02,69
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,3,area,0.33,0.07,0.07,70
0.05,-1,line,0.2,data/Exp2/line/scatter/S0.05m-0.2.png,,3,scatter,-0.27,0.07,0.07,71
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,3,scatter,-0.29,0.09,0.09,72
0.1,-1,quad,0.1,data/Exp2/quad/area/S0.1m-0.1.png,,3,area,-0.12,0.02,0.02,73
0.15,1,quad,0.8,data/Exp2/quad/scatter/S0.15m0.8.png,,3,scatter,0.69,0.11,0.11,74
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,3,area,-0.04,-0.06,0.06,75
0.15,-1,trig,0.2,data/Exp2/trig/line/S0.15m-0.2.png,,3,line,-0.13,-0.07,0.07,76
0.15,-1,trig,0.4,data/Exp2/trig/area/S0.15m-0.4.png,,3,area,-0.38,-0.02,0.02,77
0.2,-1,line,0.4,data/Exp2/line/line/S0.2m-0.4.png,,3,line,-0.25,-0.15,0.15,78
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,3,line,0.07,0.03,0.03,79
0.05,1,line,0.2,data/Exp2/line/line/S0.05m0.2.png,,3,line,0.17,0.03,0.03,80
0.2,-1,line,0.2,data/Exp2/line/line/S0.2m-0.2.png,,3,line,-0.25,0.05,0.05,81
0.1,1,line,0.4,data/Exp2/line/scatter/S0.1m0.4.png,,3,scatter,0.42,-0.02,0.02,82
0.15,-1,quad,0.1,data/Exp2/quad/area/S0.15m-0.1.png,,3,area,-0.05,-0.05,0.05,83
0.2,1,trig,0.1,data/Exp2/trig/line/S0.2m0.1.png,,3,line,0.37,-0.27,0.27,84
0.1,-1,trig,0.2,data/Exp2/trig/line/S0.1m-0.2.png,,3,line,-0.16,-0.04,0.04,85
0.1,1,line,0.2,data/Exp2/line/area/S0.1m0.2.png,,3,area,0.19,0.01,0.01,86
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,3,line,-0.18,0.08,0.08,88
0.1,1,trig,0.1,data/Exp2/trig/scatter/S0.1m0.1.png,,3,scatter,0.25,-0.15,0.15,89
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,3,line,0.94,-0.14,0.14,90
0.05,1,quad,0.8,data/Exp2/quad/line/S0.05m0.8.png,,3,line,0.8,0,0,91
0.15,1,trig,0.2,data/Exp2/trig/line/S0.15m0.2.png,,3,line,0.27,-0.07,0.07,92
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,3,scatter,-0.63,0.43,0.43,93
0.1,-1,quad,0.2,data/Exp2/quad/area/S0.1m-0.2.png,,3,area,-0.35,0.15,0.15,95
0.2,1,line,0.1,data/Exp2/line/area/S0.2m0.1.png,,3,area,0.28,-0.18,0.18,96
0.2,1,line,0.4,data/Exp2/line/area/S0.2m0.4.png,,3,area,0.31,0.09,0.09,97
0.1,-1,trig,0.1,data/Exp2/trig/line/S0.1m-0.1.png,,3,line,-0.2,0.1,0.1,98
0.05,-1,line,0.8,data/Exp2/line/line/S0.05m-0.8.png,,3,line,-0.8,0,0,99
0.2,1,quad,0.8,data/Exp2/quad/area/S0.2m0.8.png,,4,area,0.97,-0.17,0.17,0
0.1,1,line,0.1,data/Exp2/line/line/S0.1m0.1.png,,4,line,0.07,0.03,0.03,1
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,4,scatter,-0.54,0.34,0.34,2
0.1,1,quad,0.2,data/Exp2/quad/scatter/S0.1m0.2.png,,4,scatter,0.26,-0.06,0.06,3
0.05,-1,quad,0.2,data/Exp2/quad/scatter/S0.05m-0.2.png,,4,scatter,-0.2,0,0,4
0.1,1,line,0.2,data/Exp2/line/line/S0.1m0.2.png,,4,line,0.25,-0.05,0.05,5
0.05,1,trig,0.1,data/Exp2/trig/scatter/S0.05m0.1.png,,4,scatter,0.16,-0.06,0.06,6
0.1,-1,trig,0.2,data/Exp2/trig/area/S0.1m-0.2.png,,4,area,-0.26,0.06,0.06,7
0.2,1,quad,0.4,data/Exp2/quad/line/S0.2m0.4.png,,4,line,0.6,-0.2,0.2,8
0.1,-1,quad,0.4,data/Exp2/quad/scatter/S0.1m-0.4.png,,4,scatter,-0.47,0.07,0.07,9
0.15,1,quad,0.8,data/Exp2/quad/area/S0.15m0.8.png,,4,area,0.94,-0.14,0.14,10
0.15,-1,quad,0.2,data/Exp2/quad/area/S0.15m-0.2.png,,4,area,-0.35,0.15,0.15,11
0.05,1,quad,0.8,data/Exp2/quad/area/S0.05m0.8.png,,4,area,0.86,-0.06,0.06,12
0.15,1,line,0.1,data/Exp2/line/scatter/S0.15m0.1.png,,4,scatter,0.14,-0.04,0.04,13
0.2,1,quad,0.4,data/Exp2/quad/area/S0.2m0.4.png,,4,area,0.61,-0.21,0.21,14
0.15,1,trig,0.8,data/Exp2/trig/scatter/S0.15m0.8.png,,4,scatter,1,-0.2,0.2,15
0.05,1,trig,0.8,data/Exp2/trig/line/S0.05m0.8.png,,4,line,0.81,-0.01,0.01,16
0.15,1,line,0.2,data/Exp2/line/area/S0.15m0.2.png,,4,area,0.23,-0.03,0.03,17
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,4,line,0.45,-0.05,0.05,18
0.05,1,trig,0.1,data/Exp2/trig/line/S0.05m0.1.png,,4,line,0.12,-0.02,0.02,19
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,4,area,0.2,0,0,20
0.15,-1,quad,0.4,data/Exp2/quad/line/S0.15m-0.4.png,,4,line,-0.52,0.12,0.12,21
0.15,-1,line,0.8,data/Exp2/line/line/S0.15m-0.8.png,,4,line,-0.83,0.03,0.03,22
0.2,1,line,0.4,data/Exp2/line/scatter/S0.2m0.4.png,,4,scatter,0.7,-0.3,0.3,23
0.2,1,trig,0.8,data/Exp2/trig/scatter/S0.2m0.8.png,,4,scatter,1,-0.2,0.2,25
0.15,-1,trig,0.4,data/Exp2/trig/scatter/S0.15m-0.4.png,,4,scatter,-0.68,0.28,0.28,26
0.05,-1,line,0.4,data/Exp2/line/line/S0.05m-0.4.png,,4,line,-0.42,0.02,0.02,27
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,4,area,0.46,-0.06,0.06,28
0.1,1,trig,0.8,data/Exp2/trig/scatter/S0.1m0.8.png,,4,scatter,0.86,-0.06,0.06,29
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,4,area,-0.85,0.05,0.05,30
0.2,-1,quad,0.4,data/Exp2/quad/area/S0.2m-0.4.png,,4,area,-0.42,0.02,0.02,31
0.05,-1,trig,0.4,data/Exp2/trig/scatter/S0.05m-0.4.png,,4,scatter,-0.47,0.07,0.07,32
0.15,1,quad,0.4,data/Exp2/quad/scatter/S0.15m0.4.png,,4,scatter,0.64,-0.24,0.24,33
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,4,line,0.86,-0.06,0.06,34
0.05,1,line,0.2,data/Exp2/line/scatter/S0.05m0.2.png,,4,scatter,0.3,-0.1,0.1,35
0.05,1,trig,0.4,data/Exp2/trig/line/S0.05m0.4.png,,4,line,0.47,-0.07,0.07,36
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,4,line,-0.74,-0.06,0.06,37
0.15,-1,trig,0.1,data/Exp2/trig/line/S0.15m-0.1.png,,4,line,-0.1,0,0,38
0.15,-1,quad,0.1,data/Exp2/quad/area/S0.15m-0.1.png,,4,area,-0.12,0.02,0.02,39
0.15,-1,line,0.2,data/Exp2/line/line/S0.15m-0.2.png,,4,line,-0.23,0.03,0.03,40
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,4,line,-0.13,0.03,0.03,41
0.2,1,line,0.2,data/Exp2/line/area/S0.2m0.2.png,,4,area,0.27,-0.07,0.07,43
0.2,-1,trig,0.2,data/Exp2/trig/area/S0.2m-0.2.png,,4,area,-0.29,0.09,0.09,44
0.05,1,quad,0.1,data/Exp2/quad/area/S0.05m0.1.png,,4,area,0.09,0.01,0.01,45
0.2,-1,trig,0.1,data/Exp2/trig/area/S0.2m-0.1.png,,4,area,-0.11,0.01,0.01,46
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,4,line,0.3,-0.1,0.1,47
0.05,-1,quad,0.8,data/Exp2/quad/area/S0.05m-0.8.png,,4,area,-0.85,0.05,0.05,48
0.1,-1,quad,0.4,data/Exp2/quad/line/S0.1m-0.4.png,,4,line,-0.46,0.06,0.06,49
0.1,1,trig,0.8,data/Exp2/trig/area/S0.1m0.8.png,,4,area,0.86,-0.06,0.06,50
0.15,1,trig,0.1,data/Exp2/trig/line/S0.15m0.1.png,,4,line,0.12,-0.02,0.02,51
0.15,1,trig,0.4,data/Exp2/trig/area/S0.15m0.4.png,,4,area,0.43,-0.03,0.03,52
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,4,scatter,0.18,-0.08,0.08,53
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,4,line,-0.82,0.02,0.02,54
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,4,area,-0.47,0.07,0.07,55
0.2,-1,quad,0.4,data/Exp2/quad/scatter/S0.2m-0.4.png,,4,scatter,-0.52,0.12,0.12,56
0.15,1,quad,0.2,data/Exp2/quad/scatter/S0.15m0.2.png,,4,scatter,0.38,-0.18,0.18,57
0.1,1,line,0.1,data/Exp2/line/scatter/S0.1m0.1.png,,4,scatter,0.12,-0.02,0.02,58
0.2,1,line,0.1,data/Exp2/line/line/S0.2m0.1.png,,4,line,0.16,-0.06,0.06,60
0.15,1,trig,0.1,data/Exp2/trig/area/S0.15m0.1.png,,4,area,0.1,0,0,61
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,4,scatter,0.54,-0.14,0.14,62
0.1,-1,quad,0.2,data/Exp2/quad/line/S0.1m-0.2.png,,4,line,-0.31,0.11,0.11,63
0.05,-1,line,0.1,data/Exp2/line/scatter/S0.05m-0.1.png,,4,scatter,-0.14,0.04,0.04,64
0.1,-1,trig,0.2,data/Exp2/trig/scatter/S0.1m-0.2.png,,4,scatter,-0.33,0.13,0.13,65
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,4,scatter,-0.17,0.07,0.07,66
0.1,-1,quad,0.1,data/Exp2/quad/scatter/S0.1m-0.1.png,,4,scatter,-0.29,0.19,0.19,67
0.05,1,quad,0.4,data/Exp2/quad/scatter/S0.05m0.4.png,,4,scatter,0.49,-0.09,0.09,68
0.1,-1,trig,0.8,data/Exp2/trig/area/S0.1m-0.8.png,,4,area,-0.92,0.12,0.12,69
0.2,1,trig,0.8,data/Exp2/trig/line/S0.2m0.8.png,,4,line,0.97,-0.17,0.17,70
0.05,-1,line,0.1,data/Exp2/line/area/S0.05m-0.1.png,,4,area,-0.16,0.06,0.06,71
0.2,1,line,0.2,data/Exp2/line/scatter/S0.2m0.2.png,,4,scatter,0.25,-0.05,0.05,72
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,4,area,-0.47,0.07,0.07,73
0.1,1,line,0.2,data/Exp2/line/area/S0.1m0.2.png,,4,area,0.27,-0.07,0.07,74
0.05,-1,line,0.8,data/Exp2/line/scatter/S0.05m-0.8.png,,4,scatter,-0.78,-0.02,0.02,75
0.2,1,line,0.1,data/Exp2/line/area/S0.2m0.1.png,,4,area,0.18,-0.08,0.08,76
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,4,scatter,0.81,-0.01,0.01,77
0.05,-1,trig,0.2,data/Exp2/trig/area/S0.05m-0.2.png,,4,area,-0.23,0.03,0.03,78
0.2,-1,quad,0.8,data/Exp2/quad/area/S0.2m-0.8.png,,4,area,-0.91,0.11,0.11,79
0.1,-1,line,0.1,data/Exp2/line/line/S0.1m-0.1.png,,4,line,-0.26,0.16,0.16,80
0.1,-1,quad,0.1,data/Exp2/quad/area/S0.1m-0.1.png,,4,area,-0.19,0.09,0.09,81
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,4,line,-0.22,0.02,0.02,82
0.15,1,line,0.8,data/Exp2/line/line/S0.15m0.8.png,,4,line,1,-0.2,0.2,83
0.1,-1,trig,0.4,data/Exp2/trig/area/S0.1m-0.4.png,,4,area,-0.41,0.01,0.01,84
0.15,-1,line,0.2,data/Exp2/line/scatter/S0.15m-0.2.png,,4,scatter,-0.35,0.15,0.15,85
0.05,1,quad,0.4,data/Exp2/quad/area/S0.05m0.4.png,,4,area,0.41,-0.01,0.01,86
0.15,-1,trig,0.1,data/Exp2/trig/scatter/S0.15m-0.1.png,,4,scatter,-0.19,0.09,0.09,87
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,4,line,-0.36,0.16,0.16,88
0.05,1,trig,0.2,data/Exp2/trig/line/S0.05m0.2.png,,4,line,0.24,-0.04,0.04,89
0.15,1,quad,0.2,data/Exp2/quad/line/S0.15m0.2.png,,4,line,0.34,-0.14,0.14,90
0.15,1,trig,0.4,data/Exp2/trig/line/S0.15m0.4.png,,4,line,0.51,-0.11,0.11,91
0.2,-1,line,0.1,data/Exp2/line/line/S0.2m-0.1.png,,4,line,-0.06,-0.04,0.04,92
0.2,-1,line,0.8,data/Exp2/line/scatter/S0.2m-0.8.png,,4,scatter,-1,0.2,0.2,93
0.1,-1,quad,0.8,data/Exp2/quad/scatter/S0.1m-0.8.png,,4,scatter,-0.92,0.12,0.12,94
0.2,-1,line,0.4,data/Exp2/line/line/S0.2m-0.4.png,,4,line,-0.37,-0.03,0.03,96
0.15,-1,quad,0.8,data/Exp2/quad/scatter/S0.15m-0.8.png,,4,scatter,-0.98,0.18,0.18,97
0.1,1,line,0.1,data/Exp2/line/area/S0.1m0.1.png,,4,area,0.25,-0.15,0.15,98
0.2,-1,line,0.8,data/Exp2/line/line/S0.2m-0.8.png,,4,line,-0.87,0.07,0.07,99
0.15,1,trig,0.4,data/Exp2/trig/scatter/S0.15m0.4.png,,5,scatter,0.6,-0.2,0.2,0
0.05,-1,trig,0.8,data/Exp2/trig/area/S0.05m-0.8.png,,5,area,-0.84,0.04,0.04,1
0.05,-1,trig,0.1,data/Exp2/trig/area/S0.05m-0.1.png,,5,area,-0.24,0.14,0.14,2
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,5,scatter,0.65,-0.45,0.45,3
0.15,-1,quad,0.4,data/Exp2/quad/line/S0.15m-0.4.png,,5,line,-0.34,-0.06,0.06,4
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,5,scatter,0.74,-0.34,0.34,5
0.15,1,line,0.8,data/Exp2/line/line/S0.15m0.8.png,,5,line,0.92,-0.12,0.12,6
